,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Certificate,Votes,Gross,Description,Director,Stars
862,Fried Green Tomatoes,(1991),130 min,7.7,64        ,U,"71,518",$82.42M,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,Jon Avnet,"['Kathy Bates', 'Jessica Tandy', 'Mary Stuart Masterson', 'Mary-Louise Parker']"
863,Barton Fink,(1991),116 min,7.7,69        ,A,"117,768",$6.15M,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,"Directors:Joel Coen, Ethan Coen","['John Turturro', 'John Goodman', 'Judy Davis', 'Michael Lerner']"
864,Miller's Crossing,(1990),115 min,7.7,66        ,****,"131,720",$5.08M,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","Directors:Joel Coen, Ethan Coen","['Gabriel Byrne', 'Albert Finney', 'John Turturro', 'Marcia Gay Harden']"
865,Who Framed Roger Rabbit,(1988),104 min,7.7,83        ,U,"192,432",$156.45M,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Robert Zemeckis,"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer']"
866,Spoorloos,(1988),107 min,7.7,****,****,"37,303",%^%^%^,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",George Sluizer,"['Bernard-Pierre Donnadieu', 'Gene Bervoets', 'Johanna ter Steege', 'Gwen Eckhaus']"
867,The Last Emperor,(1987),163 min,7.7,76        ,U,"99,342",$43.98M,The story of the final Emperor of China.,Bernardo Bertolucci,"['John Lone', 'Joan Chen', ""Peter O'Toole"", 'Ruocheng Ying']"
868,Evil Dead II,(1987),84 min,7.7,72        ,A,"156,427",$5.92M,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Sam Raimi,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie Wesley DePaiva']"
869,Empire of the Sun,(1987),153 min,7.7,62        ,U,"121,185",$22.24M,A young English boy struggles to survive under Japanese occupation of China during World War II.,Steven Spielberg,"['Christian Bale', 'John Malkovich', 'Miranda Richardson', 'Nigel Havers']"
870,Der Name der Rose,(1986),130 min,7.7,54        ,UA,"105,789",$7.15M,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,Jean-Jacques Annaud,"['Sean Connery', 'Christian Slater', 'Helmut Qualtinger', 'Elya Baskin']"
871,Down by Law,(1986),107 min,7.7,75        ,****,"50,237",$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Jim Jarmusch,"['Tom Waits', 'John Lurie', 'Roberto Benigni', 'Nicoletta Braschi']"
872,Blue Velvet,(1986),120 min,7.7,76        ,A,"190,853",$8.55M,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",David Lynch,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']"
873,The Purple Rose of Cairo,(1985),82 min,7.7,75        ,U,"50,309",$10.63M,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",Woody Allen,"['Mia Farrow', 'Jeff Daniels', 'Danny Aiello', 'Irving Metzman']"
874,After Hours,(I) (1985),97 min,7.7,90        ,UA,"65,620",$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,Martin Scorsese,"['Griffin Dunne', 'Rosanna Arquette', 'Verna Bloom', 'Tommy Chong']"
875,Zelig,(1983),79 min,7.7,****,****,"41,328",$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",Woody Allen,"['Woody Allen', 'Mia Farrow', 'Patrick Horgan', 'John Buckwalter']"
876,The Verdict,(1982),129 min,7.7,77        ,U,"38,457",$54.00M,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason']"
877,Star Trek II: The Wrath of Khan,(1982),113 min,7.7,67        ,U,"117,350",$78.91M,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']"
878,First Blood,(1982),93 min,7.7,61        ,A,"240,169",$47.21M,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,Ted Kotcheff,"['Sylvester Stallone', 'Brian Dennehy', 'Richard Crenna', 'Bill McKinney']"
879,Ordinary People,(1980),124 min,7.7,86        ,U,"49,953",$54.80M,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Robert Redford,"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch', 'Timothy Hutton']"
880,Airplane!,(1980),88 min,7.7,78        ,U,"226,575",$83.40M,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,"Directors:Jim Abrahams, David Zucker, Jerry Zucker","['Robert Hays', 'Julie Hagerty', 'Leslie Nielsen', 'Kareem Abdul-Jabbar']"
881,Halloween,(1978),91 min,7.7,87        ,A,"259,659",$47.00M,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",John Carpenter,"['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']"
882,Nashville,(1975),160 min,7.7,96        ,****,"25,427",$14.82M,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",Robert Altman,"['Keith Carradine', 'Karen Black', 'Ronee Blakley', 'Shelley Duvall']"
883,Love and Death,(1975),85 min,7.7,89        ,****,"37,665",%^%^%^,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",Woody Allen,"['Woody Allen', 'Diane Keaton', 'Georges Adet', 'Frank Adu']"
884,The Taking of Pelham One Two Three,(1974),104 min,7.7,68        ,U,"29,363",$2.49M,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",Joseph Sargent,"['Walter Matthau', 'Robert Shaw', 'Martin Balsam', 'Hector Elizondo']"
885,Blazing Saddles,(1974),93 min,7.7,73        ,A,"133,057",$119.50M,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",Mel Brooks,"['Cleavon Little', 'Gene Wilder', 'Slim Pickens', 'Harvey Korman']"
886,Serpico,(1973),130 min,7.7,87        ,A,"117,804",$29.80M,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,Sidney Lumet,"['Al Pacino', 'John Randolph', 'Jack Kehoe', 'Biff McGuire']"
887,Enter the Dragon,(1973),102 min,7.7,83        ,A,"101,519",$25.00M,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,Robert Clouse,"['Bruce Lee', 'John Saxon', 'Jim Kelly', 'Ahna Capri']"
888,Deliverance,(1972),109 min,7.7,80        ,U,"104,303",$7.06M,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",John Boorman,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox']"
889,The French Connection,(1971),104 min,7.7,94        ,A,"117,040",$15.63M,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",William Friedkin,"['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco']"
890,Dirty Harry,(1971),102 min,7.7,87        ,A,"150,525",$35.90M,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.","Directors:Don Siegel, Clint Eastwood","['Clint Eastwood', 'Andrew Robinson', 'Harry Guardino', 'Reni Santoni']"
891,The Odd Couple,(1968),105 min,7.7,86        ,****,"33,800",$44.53M,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day.",Gene Saks,"['Jack Lemmon', 'Walter Matthau', 'John Fiedler', 'Herb Edelman']"
892,The Dirty Dozen,(1967),150 min,7.7,73        ,U,"70,495",$45.30M,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",Robert Aldrich,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'John Cassavetes']"
893,Belle de jour,(1967),100 min,7.7,****,A,"42,743",$0.03M,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Luis Buñuel,"['Catherine Deneuve', 'Jean Sorel', 'Michel Piccoli', 'Geneviève Page']"
894,A Man for All Seasons,(1966),120 min,7.7,72        ,U,"33,510",$28.35M,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",Fred Zinnemann,"['Paul Scofield', 'Wendy Hiller', 'Robert Shaw', 'Leo McKern']"
895,Repulsion,(1965),105 min,7.7,91        ,****,"51,688",%^%^%^,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,Roman Polanski,"['Catherine Deneuve', 'Ian Hendry', 'John Fraser', 'Yvonne Furneaux']"
896,Zulu,(1964),138 min,7.7,77        ,U,"38,014",%^%^%^,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,Cy Endfield,"['Stanley Baker', 'Jack Hawkins', 'Ulla Jacobsson', 'James Booth']"
897,Goldfinger,(1964),110 min,7.7,87        ,A,"183,235",$51.08M,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",Guy Hamilton,"['Sean Connery', 'Gert Fröbe', 'Honor Blackman', 'Shirley Eaton']"
898,The Birds,(1963),119 min,7.7,90        ,A,"181,374",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Alfred Hitchcock,"['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy', 'Suzanne Pleshette']"
899,Cape Fear,(1962),106 min,7.7,76        ,A,"28,086",%^%^%^,A lawyer's family is stalked by a man he once helped put in jail.,J. Lee Thompson,"['Gregory Peck', 'Robert Mitchum', 'Polly Bergen', 'Lori Martin']"
900,Peeping Tom,(1960),101 min,7.7,****,****,"33,832",$0.08M,"A young man murders women, using a movie camera to film their dying expressions of terror.",Michael Powell,"['Karlheinz Böhm', 'Anna Massey', 'Moira Shearer', 'Maxine Audley']"
901,The Magnificent Seven,(1960),128 min,7.7,74        ,****,"92,024",$4.91M,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,John Sturges,"['Yul Brynner', 'Steve McQueen', 'Charles Bronson', 'Eli Wallach']"
902,Les yeux sans visage,(1960),90 min,7.7,90        ,****,"30,157",$0.05M,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,Georges Franju,"['Pierre Brasseur', 'Alida Valli', 'Juliette Mayniel', 'Alexandre Rignault']"
903,Invasion of the Body Snatchers,(1956),80 min,7.7,92        ,****,"47,794",%^%^%^,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Don Siegel,"['Kevin McCarthy', 'Dana Wynter', 'Larry Gates', 'King Donovan']"
904,Rebel Without a Cause,(1955),111 min,7.7,89        ,U,"87,508",%^%^%^,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Nicholas Ray,"['James Dean', 'Natalie Wood', 'Sal Mineo', 'Jim Backus']"
905,The Ladykillers,(1955),91 min,7.7,91        ,****,"28,396",%^%^%^,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,Alexander Mackendrick,"['Alec Guinness', 'Peter Sellers', 'Cecil Parker', 'Herbert Lom']"
906,The Caine Mutiny,(1954),124 min,7.7,63        ,U,"26,907",$21.75M,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",Edward Dmytryk,"['Humphrey Bogart', 'José Ferrer', 'Van Johnson', 'Fred MacMurray']"
907,The Day the Earth Stood Still,(1951),92 min,7.7,****,U,"80,051",%^%^%^,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.",Robert Wise,"['Michael Rennie', 'Patricia Neal', 'Hugh Marlowe', 'Sam Jaffe']"
908,Fantasia,(1940),125 min,7.7,96        ,U,"92,632",$76.41M,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.","Directors:James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","['Leopold Stokowski', 'Deems Taylor', 'The Philadelphia Orchestra', 'Corey Burton']"
909,The Invisible Man,(1933),71 min,7.7,87        ,****,"33,485",%^%^%^,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",James Whale,"['Claude Rains', 'Gloria Stuart', 'William Harrigan', 'Henry Travers']"
910,Dark Waters,(2019),126 min,7.6,73        ,PG-13,"76,303",%^%^%^,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,Todd Haynes,"['Mark Ruffalo', 'Anne Hathaway', 'Tim Robbins', 'Bill Pullman']"
911,Searching,(III) (2018),102 min,7.6,71        ,U/A,"154,303",$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",Aneesh Chaganty,"['John Cho', 'Debra Messing', 'Joseph Lee', 'Michelle La']"
912,Once Upon a Time in... Hollywood,(2019),161 min,7.6,83        ,A,"653,087",$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Quentin Tarantino,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch']"
913,Nelyubov,(2017),127 min,7.6,86        ,R,"31,966",$0.57M,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,Andrey Zvyagintsev,"['Maryana Spivak', 'Aleksey Rozin', 'Matvey Novikov', 'Marina Vasileva']"
914,Busanhaeng,(2016),118 min,7.6,72        ,A,"195,851",$2.13M,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",Sang-ho Yeon,"['Gong Yoo', 'Yu-mi Jung', 'Ma Dong-seok', 'Su-an Kim']"
